No.	Word	Valence_Mean	Valence_SD	Arousal_Mean	Arousal_SD	Frequency
1832	自主	5.6	0.49	4.2	1.72	176
1839	天然	5.6	0.49	3.6	1.62	108
1841	讓步	4.6	0.49	3.6	1.62	51
1842	深刻	5.4	0.49	4.6	1.2	361
1847	中和	5.4	0.49	2.8	1.33	31
1853	慎重	5.6	0.49	3.8	2.04	94
1854	熱心	6.4	0.49	5.2	1.47	165
1860	良性	6.4	0.49	4	1.67	70
1865	資助	5.4	0.49	3.8	0.98	39
1868	無罪	5.4	0.49	4	1.9	17
1871	精密	5.6	0.49	3.6	1.02	70
1872	卓越	6.6	0.49	4.6	1.36	68
1873	充份	5.6	0.49	4	1.67	147
1878	互惠	6.4	0.49	4	1.41	30
1881	創立	5.4	0.49	3.4	1.62	71
1882	節約	5.4	0.49	3.4	1.36	64
1887	招待	5.4	0.49	4.2	1.6	83
1888	效能	5.4	0.49	3.8	1.72	86
1900	締造	5.4	0.49	4.6	1.2	42
1901	賺錢	5.6	0.49	4.6	1.74	234
1905	毫不	4.4	0.49	3.8	1.83	174
1906	簡易	5.6	0.49	3.2	1.47	84
1907	絕無	4.6	0.49	3.8	1.47	31
1917	改良	5.6	0.49	4.2	1.83	132
1927	合適	5.6	0.49	3.2	1.17	126
1928	天使	6.6	0.49	3.8	1.6	56
1930	助長	5.4	0.49	4.6	1.74	39
1932	吸引力	5.4	0.49	3.6	2.06	74
1939	充足	5.6	0.49	4	1.41	75
1940	嶄新	6.4	0.49	5	1.55	60
1942	特大	5.4	0.49	5.2	1.47	6
1944	誠摯	6.4	0.49	4.2	0.98	23
1946	妥當	5.4	0.49	3.4	1.5	49
1957	聲譽	5.4	0.49	4.2	1.47	20
1958	無比	5.4	0.49	3.2	0.98	145
1961	實用	5.6	0.49	3.8	1.47	138
1962	誠懇	6.6	0.49	4	1.41	99
1964	發育	5.6	0.49	3.6	1.62	72
1965	捐獻	6.4	0.49	4.6	1.5	23
1966	熱誠	6.6	0.49	5.2	1.83	17
1969	清晰	5.4	0.49	3.6	1.02	102
1972	適任	5.6	0.49	3.4	1.02	9
1973	樂於	6.4	0.49	4.6	1.36	53
1978	讚許	6.6	0.49	5.4	1.02	17
1982	在乎	5.6	0.49	4.4	1.36	138
1989	穩定性	5.4	0.49	3	1.41	49
1991	端正	5.6	0.49	3.6	1.02	22
1993	教養	5.6	0.49	3.6	1.02	35
1996	討好	4.6	0.49	4.4	1.85	79
2008	親善	6.4	0.49	4.6	1.2	10
2010	微妙	5.4	0.49	3.2	1.47	52
2011	奮力	6.6	0.49	5.4	1.96	38
2014	詳盡	5.6	0.49	3.4	1.02	39
2016	茁壯	6.4	0.49	4.8	1.33	48
2024	無誤	5.4	0.49	3.2	1.47	25
2031	熱中	6.4	0.49	5.4	1.5	32
2032	自助	5.6	0.49	3.8	1.33	59
2041	才華	6.4	0.49	4	1.1	59
2044	客氣	5.6	0.49	3.6	1.5	125
2045	狂歡	6.6	0.49	7	1.1	39
2050	謙虛	6.4	0.49	3	1.41	60
2055	品味	5.6	0.49	4	0.89	91
2060	偏袒	3.6	0.49	4.8	1.17	14
2061	相容	5.4	0.49	3.2	1.17	96
2063	流利	6.4	0.49	3.6	1.36	26
2065	致富	6.4	0.49	4.8	0.98	28
2067	進取	6.4	0.49	4.8	1.47	31
2069	解開	5.6	0.49	4.4	1.36	45
2070	升起	5.4	0.49	3.8	1.72	38
2073	創造力	6.4	0.49	4.4	1.02	136
2076	不爭	4.4	0.49	3.4	1.74	15
2077	功德	6.4	0.49	3.6	1.02	26
2097	可喜	6.4	0.49	4.6	1.62	38
2099	光芒	5.4	0.49	3.8	1.83	74
2107	好吃	6.4	0.49	4.4	1.02	118
2111	白金	5.4	0.49	2.8	1.33	0
2115	愛上	6.4	0.49	4.8	1.17	58
2121	愉悅	6.6	0.49	4.6	1.36	43
2123	萬能	6.4	0.49	4.2	1.47	30
2125	安康	6.4	0.49	3.4	0.8	37
2133	防備	4.6	0.49	3.8	2.04	24
2137	正直	6.6	0.49	3.8	1.17	37
2138	獨一無二	6.4	0.49	4.6	1.5	43
2142	堅毅	6.4	0.49	4.4	1.02	21
2151	防水	5.4	0.49	3.2	1.6	27
2159	喜氣洋洋	7.4	0.49	5	1.67	14
2160	上等	6.4	0.49	3.6	1.2	11
2162	高尚	6.4	0.49	3.4	0.8	33
2166	激賞	6.4	0.49	5.8	1.33	16
2167	奮勇	6.4	0.49	6.2	1.72	21
2168	生日快樂	6.6	0.49	5	1.41	23
2169	無庸置疑	5.4	0.49	3.8	1.6	8
2170	富麗	6.4	0.49	3.8	0.75	10
2178	引以為傲	6.6	0.49	5.8	1.6	10
2180	適性	5.4	0.49	2.8	1.33	5
2181	崇敬	6.4	0.49	4.2	1.17	22
2182	正派	6.4	0.49	3.6	1.36	14
2188	善行	6.4	0.49	3.8	1.33	18
2190	特級	6.4	0.49	4.4	1.2	0
2192	英明	6.6	0.49	4	1.1	11
2193	漸入佳境	6.4	0.49	4	1.41	11
2195	孝行	6.6	0.49	3.4	1.5	6
2197	與有榮焉	6.6	0.49	5	1.67	13
2199	心動	6.4	0.49	5.8	0.75	27
2200	上好	6.4	0.49	4.2	1.33	19
2203	沈著	5.6	0.49	3	1.41	11
2205	人情味	6.4	0.49	4	1.26	35
2207	耐用	5.6	0.49	3.4	1.36	11
2209	良善	6.6	0.49	3.6	0.49	13
2211	相稱	5.6	0.49	3.2	1.47	15
2212	均勻	5.4	0.49	3	1.41	40
2216	奮發	6.6	0.49	5.4	1.36	10
2217	實用性	5.4	0.49	3.2	1.17	36
2221	手藝	5.4	0.49	2.8	1.33	37
2225	要求	4.6	0.49	3.6	1.74	1436
2229	短暫	4.6	0.49	3.6	1.74	98
2230	減少	4.4	0.49	3.4	1.5	796
2244	困難	3.6	0.49	4	1.67	538
2248	可望	4.6	0.49	4	1.67	111
2249	違反	3.6	0.49	4.6	1.02	259
2256	下降	4.6	0.49	3.8	1.17	180
2263	危險	2.4	0.49	6	0.89	449
2266	疾病	3.4	0.49	4	1.79	389
2267	離開	4.6	0.49	4	1.26	631
2274	災害	2.6	0.49	5.6	1.2	71
2279	患者	3.4	0.49	4.2	0.75	238
2283	貶值	3.6	0.49	4.2	1.17	34
2289	判決	4.6	0.49	4.2	1.6	80
2290	徵收	4.6	0.49	4.8	0.75	115
2296	糾紛	3.4	0.49	4.6	1.2	180
2298	不佳	3.6	0.49	4.6	1.02	158
2300	不良	3.4	0.49	4.4	0.8	353
2303	落後	3.4	0.49	4.2	0.98	180
2305	困擾	3.6	0.49	4.4	1.2	276
2306	不法	3.4	0.49	4.2	0.75	82
2311	自我	4.6	0.49	3.4	1.02	1055
2315	赤字	3.4	0.49	4.6	1.5	51
2322	困境	3.6	0.49	3.6	1.02	256
2325	控告	3.4	0.49	5	1.67	46
2328	派系	4.4	0.49	3.8	0.98	85
2336	不實	3.4	0.49	4	0.89	32
2343	迫使	3.6	0.49	4.8	1.47	67
2347	現實	4.6	0.49	3.6	1.2	401
2351	綁架	2.6	0.49	6	1.1	32
2352	黑道	3.4	0.49	5.2	0.98	32
2354	異常	3.4	0.49	4.2	1.17	157
2356	彈劾	3.4	0.49	5.4	1.36	7
2357	大雨	4.6	0.49	4.8	0.98	66
2359	判刑	3.4	0.49	5	1.26	29
2362	浪費	3.6	0.49	4.6	1.02	227
2365	無關	4.6	0.49	3.6	1.62	105
2367	爭執	3.4	0.49	6	0.63	55
2368	差異	4.4	0.49	3.4	1.2	520
2375	去世	2.6	0.49	4	1.9	151
2377	子彈	4.4	0.49	4	1.79	55
2378	射擊	4.6	0.49	4.8	1.47	45
2382	洪水	3.6	0.49	4.8	1.6	51
2386	非正式	4.6	0.49	4.2	1.47	35
2390	對立	3.4	0.49	5.4	0.49	107
2394	萎縮	3.6	0.49	4.4	1.36	59
2397	中止	4.4	0.49	4	1.41	30
2400	感冒	3.4	0.49	3.8	0.98	70
2415	延誤	3.6	0.49	5.2	0.75	33
2417	不公	3.4	0.49	4.8	1.33	32
2420	外來	4.4	0.49	4	1.26	130
2424	致使	4.6	0.49	4.4	0.8	82
2425	流亡	3.6	0.49	5.8	0.4	26
2426	批發	5.4	0.49	3.8	1.17	34
2427	破裂	3.4	0.49	5.2	1.17	61
2429	搶劫	2.4	0.49	7	1.1	29
2432	暴動	2.6	0.49	6.8	0.98	12
2437	傳染	3.4	0.49	5	1.1	93
2441	噪音	3.6	0.49	5	1.1	96
2447	警報	3.6	0.49	5	1.26	29
2448	流氓	3.4	0.49	5.4	0.49	75
2451	宣判	4.4	0.49	4.6	1.5	19
2453	毆打	2.6	0.49	6.8	0.75	43
2454	憤怒	2.6	0.49	6.6	1.02	112
2457	慘重	2.6	0.49	5.4	0.8	26
2459	干涉	3.6	0.49	4.8	0.98	70
2462	佔用	3.6	0.49	5	0.63	47
2463	罰金	3.6	0.49	4.4	0.8	24
2464	可惜	3.6	0.49	4.4	0.8	405
2466	禁令	3.6	0.49	4.8	0.4	14
2467	冷戰	3.6	0.49	4.4	0.8	44
2473	傳染病	3.4	0.49	4.4	1.36	28
2476	觸犯	3.6	0.49	5.4	0.49	24
2477	勾結	3.4	0.49	5.6	1.02	41
2481	欠缺	3.6	0.49	4	1.26	124
2484	海洛因	2.6	0.49	5.2	1.33	0
2485	孤立	3.6	0.49	4.2	0.98	53
2486	侵入	3.4	0.49	6	0.63	52
2487	擅自	3.6	0.49	5.4	0.49	21
2488	流血	3.6	0.49	5.4	0.49	64
2490	失利	3.4	0.49	5.4	1.36	26
2491	暴亂	2.4	0.49	6.8	0.98	5
2495	壟斷	3.4	0.49	5	0.63	102
2497	老年	4.6	0.49	2.8	1.17	82
2500	廢棄	3.4	0.49	5	0.63	34
2510	沒收	3.6	0.49	4.6	1.02	23
2512	頭痛	3.6	0.49	5	0.63	123
2516	嫌疑	3.6	0.49	4.6	1.02	42
2518	對峙	4.4	0.49	5.2	1.17	21
2524	疑問	4.6	0.49	4	1.26	134
2526	特權	4.4	0.49	4.6	1.2	65
2528	瑕疵	3.6	0.49	3.8	1.47	26
2529	未必	4.6	0.49	4	1.26	175
2530	暴露	3.4	0.49	5.8	0.75	76
2533	瓦解	3.6	0.49	5.4	1.02	68
2534	嚴肅	4.6	0.49	4.2	1.17	163
2540	延遲	3.6	0.49	4.2	0.98	46
2542	動武	3.4	0.49	6	0.63	42
2543	逃生	3.6	0.49	6	0.89	34
2549	謠言	3.6	0.49	4.8	1.47	38
2556	藉口	3.6	0.49	4.8	0.98	78
2557	扣留	3.4	0.49	5.4	0.49	7
2558	不彰	3.4	0.49	5	0	67
2560	無可	4.4	0.49	3.6	0.8	67
2561	拖累	3.6	0.49	5.4	0.49	13
2562	誤導	3.6	0.49	5.2	0.4	36
2563	流浪	3.4	0.49	4.4	1.74	80
2564	延緩	4.6	0.49	3	1.1	18
2569	哀悼	2.6	0.49	5.6	1.5	13
2570	漏洞	3.6	0.49	4	1.26	46
2571	暴雨	3.6	0.49	5.6	0.49	20
2575	搶走	3.4	0.49	5.8	0.75	22
2576	大聲	4.6	0.49	5.8	0.75	195
2580	投機	3.6	0.49	5	1.1	112
2584	傷口	3.6	0.49	3.6	1.2	64
2593	下陷	3.6	0.49	4.4	0.8	24
2594	窘境	3.6	0.49	4.4	1.02	33
2601	欠佳	3.6	0.49	4	1.41	28
2602	投降	3.6	0.49	5	0.63	53
2603	不以為然	4.6	0.49	4	1.26	65
2612	拘留	3.6	0.49	5.2	0.75	13
2613	蓄意	3.4	0.49	6	1.41	15
2615	漠視	3.6	0.49	3.8	1.17	47
2618	浮動	4.6	0.49	4.4	1.02	49
2629	反覆	4.6	0.49	3.8	1.17	82
2635	撞擊	3.6	0.49	6.2	0.98	40
2642	忍受	3.6	0.49	5.6	0.8	157
2659	暴徒	2.4	0.49	6.2	0.98	8
2662	耗費	4.4	0.49	3.4	0.8	54
2664	未定	4.4	0.49	3.6	1.36	33
2666	居然	4.6	0.49	4.6	1.36	241
2667	薄弱	3.6	0.49	4	1.26	65
2668	衰竭	3.4	0.49	4	1.26	31
2671	潛逃	3.4	0.49	6	1.1	13
2674	擔負	4.4	0.49	4.6	1.02	44
2677	隱藏	4.6	0.49	3.2	0.98	101
2680	蒙受	3.6	0.49	4.6	1.02	14
2684	犯人	2.6	0.49	5.2	0.4	32
2691	蕭條	3.6	0.49	3.6	1.36	30
2695	勒贖	2.4	0.49	6	0.89	11
2696	包庇	3.4	0.49	4.6	1.36	15
2700	口角	3.4	0.49	5.4	1.36	21
2702	觸及	4.6	0.49	3.8	1.6	32
2721	隱瞞	3.6	0.49	4.6	1.02	34
2723	求救	3.6	0.49	6	0.63	20
2725	拜託	4.4	0.49	5.2	0.75	56
2727	過量	3.6	0.49	4.8	0.98	25
2729	未遂	3.4	0.49	4	1.26	14
2730	拖欠	3.6	0.49	4.4	0.8	4
2736	受挫	3.4	0.49	6	0.63	15
2739	不得已	3.6	0.49	4	1.67	57
2742	飢餓	3.4	0.49	5	1.26	27
2743	掩飾	4.4	0.49	3.2	1.17	43
2744	下手	3.4	0.49	4.8	0.75	53
2746	煽動	3.4	0.49	6.4	0.8	16
2757	瀰漫	4.6	0.49	3	1.1	50
2761	不尋常	3.6	0.49	3.6	1.2	24
2764	縱容	3.6	0.49	5.2	1.33	31
2765	專制	3.6	0.49	5.6	0.8	28
2768	限度	4.4	0.49	3.6	1.74	38
2769	洩漏	3.6	0.49	4.4	1.2	13
2775	議論	4.4	0.49	5	0.63	47
2776	窮人	3.6	0.49	3.2	1.17	68
2787	無家可歸	3.4	0.49	4.4	1.74	14
2792	侵蝕	3.4	0.49	4.4	0.8	49
2800	匱乏	3.6	0.49	4.4	1.2	39
2824	施暴	2.6	0.49	7	0.894	18
2834	困在	3.6	0.49	4.6	0.49	0
2843	曲折	3.9	0.49	3.7	0.6	47
2851	損毀	3.4	0.49	5.5	1.183	10
2855	責難	3.6	0.49	4.9	0.917	0
2860	砍傷	2.9	0.49	6.5	1.414	0
2865	枯竭	3.9	0.49	2.7	0.4	22
2866	逃犯	3.6	0.49	4.6	1.655	0
2896	昏倒	3.6	0.49	3.9	1.855	23
2901	引咎	4.4	0.49	3.9	1.2	0
2904	饑荒	2.9	0.49	4.5	1.414	15
2920	雜物	4.6	0.49	2	0.548	13
2921	惡習	3.6	0.49	4.1	1.114	34
2934	造假	3.4	0.49	4.7	0.98	8
2939	勞累	3.9	0.49	3.1	1.02	23
2951	敬禮	5.6	0.49	2.6	0.8	10
2963	快快樂樂	7.1	0.49	5.5	1.095	24
2995	富於	6.1	0.49	4.5	1.483	24
3001	鍛煉	5.6	0.49	4.4	1.744	0
3005	相宜	5.4	0.49	2.7	0.872	8
3007	快活	6.4	0.49	5.2	1.327	48
3012	大喜	7.4	0.49	7	0.894	14
3022	才氣	5.9	0.49	3.3	0.4	30
3026	合群	5.6	0.49	3.2	0.4	0
3033	安適	5.6	0.49	2.7	0.872	9
3051	短少	3.6	0.49	3.4	0.49	8
3066	退縮	3.6	0.49	4.3	1.077	25
3083	三八	3.9	0.49	5.9	1.02	12
3091	憂心忡忡	3.4	0.49	6	1.095	31
3100	分贓	2.4	0.49	4.8	1.208	0
3101	未知數	4.6	0.49	3.1	1.744	12
3126	辜負	3.6	0.49	5.1	1.908	18
3137	玩弄	3.4	0.49	6.4	0.583	26
3138	偽裝	4.1	0.49	5.3	1.249	28
3146	作假	3.4	0.49	5.3	0.872	0
3159	低姿態	4.4	0.49	4.1	0.663	0
3168	互助合作	7.1	0.49	5.1	1.114	0
3221	莊重	6.6	0.49	4.7	0.748	15
3224	抒解	6.1	0.49	4.9	1.02	0
3328	委屈	3.4	0.49	4.6	1.744	62
3374	吵架	2.9	0.49	6	0.837	162
3380	搖晃	4.6	0.49	3.2	1.166	19
3383	冀望	6.4	0.49	4.6	1.772	12
3416	無敵	8.1	0.49	6.8	1.435	0
3422	潛心	5.4	0.49	2.8	1.166	13
3434	會心一笑	6.4	0.49	4.7	1.077	9
3446	興致勃勃	7.6	0.49	7.3	0.678	21
3450	煥發	5.9	0.49	4.4	0.583	15
3512	安睡	5.6	0.49	2.2	0.98	0
3525	謙恭有禮	6.6	0.49	3.9	0.49	0
4399	快快活活	6.4	0.49	5.2	1.327	0
4408	可怖	3.4	0.49	6.8	0.4	7
4421	羞怯怯	3.6	0.49	4.4	1.744	0
4445	熱誠地	6.6	0.49	5.2	1.83	0
4455	熱心腸	6.4	0.49	5.2	1.47	0
4456	噪聲	3.6	0.49	5	1.1	0
4472	做假	3.4	0.49	5.3	0.872	5
4478	蠢人	3.4	0.49	5.4	1.356	0
4480	窘況	3.6	0.49	4.4	1.02	8
4481	潛心於	5.4	0.49	2.8	1.166	0
4482	低沈	4.6	0.49	3.4	1.855	13
4487	了解	5.6	0.49	3.6	1.02	1869
4488	嚇到	3.6	0.49	6.8	0.748	12
2811	犯規	3.5	0.447	5.6	1.497	18
2821	潛入	4.5	0.447	3.3	1.47	30
2830	劣勢	3.5	0.447	4.5	1	23
2867	過早	4.5	0.447	3.3	1.72	11
2869	催促	4.5	0.447	5.3	1.47	22
2875	不肯	4.5	0.447	4.3	1.077	120
2886	鯊魚	4.5	0.447	4.6	2.332	10
2930	不好意思	4.5	0.447	3.6	0.86	71
2943	遭殃	3.5	0.447	5.3	1.077	8
2953	柔和	5.5	0.447	1.8	0.51	38
2970	熱戀	6.5	0.447	6	1.304	8
2983	安詳	5.5	0.447	2.5	0.447	33
2988	直截了當	5.5	0.447	5.2	1.166	0
3041	償清	5.5	0.447	3.2	0.927	0
3116	惡作劇	3.5	0.447	6.3	1.166	10
3141	責怪	3.5	0.447	6.6	0.8	41
3145	不義	3.5	0.447	5.3	1.4	18
3227	平心靜氣	5.5	0.447	3.7	1.166	0
3366	重擊	2.5	0.447	6	1.871	8
3392	聽話	6	0.447	3.3	0.6	49
3403	簡樸	6	0.447	3.1	1.241	0
3407	厚道	6	0.447	4.5	1.483	9
3419	報喜	7.5	0.447	5.8	1.435	14
3487	入神	5.5	0.447	3	0.548	0
3490	肝膽相照	6.5	0.447	6.2	1.47	0
3521	日久生情	6.5	0.447	5.4	0.97	0
3552	悽慘	1.7	0.447	6.1	1.245	11
3568	清脆	5.3	0.447	4.1	1.084	24
3629	惡名昭彰	1.2	0.447	6.6	1.14	5
3646	得寵	7.7	0.447	6.8	1.151	5
3650	發麻	3.7	0.447	4.6	1.342	5
3695	萬眾矚目	8.7	0.447	7.6	1.14	0
3765	漫長	3.7	0.447	3	1.414	72
3799	憂喜參半	4.8	0.447	5.5	1.225	0
3810	醒目	6.3	0.447	6.6	1.194	30
3871	豐沛	7.2	0.447	3.8	1.643	15
3881	過頭	2.8	0.447	5.8	0.57	12
3904	驚艷	6.7	0.447	7.6	0.652	11
3905	驚豔	6.7	0.447	7.6	0.652	5
3908	充盈	6.3	0.447	5.4	0.962	0
3942	繁華	7.7	0.447	6	1.581	82
3951	豐盛	7.7	0.447	5.1	1.342	38
3961	驚為天人	8.3	0.447	8.5	0.5	0
3982	贏過	7.3	0.447	6.2	0.447	0
3987	分不清楚	3.8	0.447	3.8	1.44	0
3993	不雅	3.2	0.447	4.4	0.894	7
3994	天下無敵	8.8	0.447	8.1	0.224	0
4011	歪七扭八	3.7	0.447	3	1.225	0
4040	走投無路	1.2	0.447	6.7	1.396	13
4045	浮腫	2.7	0.447	2.5	1.118	30
4056	大勝	9	0.447	8.9	0.224	13
4078	空閒	5.2	0.447	1.4	0.894	26
4150	重生	8.7	0.447	7.7	1.095	25
4153	天花亂墜	3.2	0.447	5.5	1.225	4
4209	偷懶	2.7	0.447	4.5	1.225	19
4214	純樸	5.3	0.447	4.4	1.342	50
4231	不錯	6.3	0.447	4.4	0.894	686
4233	有口皆碑	7.7	0.447	7	1	0
4250	大吃一驚	4.8	0.447	7.9	1.14	34
4321	失靈	3.3	0.447	7.3	1.396	23
4322	平凡	4.8	0.447	2.2	1.643	78
4323	平凡無奇	4.8	0.447	2.2	1.643	0
4354	汗流浹背	4.7	0.447	6.5	1.118	13
4379	良莠不齊	3.7	0.447	5.3	1.151	13
4441	不雅觀	3.2	0.447	4.4	0.894	4
4475	淒慘	1.7	0.447	6.1	1.245	6
4500	混日子	3.7	0.447	3	1	0
4527	困窮	2.3	0.447	5.1	1.342	0
4544	不配	2.8	0.447	5.3	1.304	4
4556	不平衡	4.2	0.447	3.6	1.342	0
4563	不羈	4.7	0.447	4.4	1.342	5
4636	鬧彆扭	3.8	0.447	5	1.458	0
4650	自吹自擂	4.2	0.447	5.1	1.245	0
4655	害人精	2.2	0.447	4.6	1.517	0
4697	傷痛欲絕	1.2	0.447	8.8	0.447	0
4719	狂愛	7.3	0.447	8.3	0.975	0
4761	妒恨	2.7	0.447	6.1	0.962	0
4801	坐立不安	3.7	0.447	5	1.696	10
4840	漏損	3.8	0.447	3.7	1.204	0
4846	花癡	4.2	0.447	4.8	1.754	0
4864	不得力	4.3	0.447	4	2.092	0
4867	尖叫聲	4.7	0.447	6.9	1.517	7
4943	無動於衷	4.7	0.447	2.6	1.673	16
4952	嚇一跳	4.7	0.447	6.9	1.245	16
4955	狂熱者	4.7	0.447	7.5	1	0
4956	狂熱分子	4.7	0.447	7.5	1	0
4981	鼾聲	4.8	0.447	4.6	1.14	6
4999	呆笨	3.3	0.447	3.9	1.884	0
5002	絞死	1.3	0.447	7.3	1.483	0
5018	傻事	3.8	0.447	3.7	2.11	6
5023	斑點	4.8	0.447	3.2	1.789	20
5024	不厚道	3.8	0.447	4.1	1.597	0
5035	呆呆	3.8	0.447	3.5	1.803	41
5042	守財奴	3.7	0.447	3.6	1.342	0
5072	濫捕	2.8	0.447	3.8	0.837	5
5074	變節	3.2	0.447	3.7	2.225	0
5096	逞強	4.7	0.447	4	1.581	6
5114	污濁	2.8	0.447	2.6	0.894	11
5115	卑屈	2.2	0.447	4.4	2.302	0
5116	醜事	2.7	0.447	3.5	1.732	4
5127	尖酸刻薄	2.3	0.447	5.5	1.5	0
5151	掩蔽	4.3	0.447	1.8	0.837	7
5217	增設	5.3	0.447	2.4	1.673	79
5221	毒手	2.3	0.447	6.9	0.224	12
5225	耐穿	5.8	0.447	2.8	2.08	0
5251	不規則	4.7	0.447	1.8	1.304	0
5255	勒死	1.7	0.447	6.5	1.5	0
5274	逞威	3.8	0.447	5.4	1.14	0
5280	不必要	4.7	0.447	2.8	1.483	0
5289	不懷好意	3.7	0.447	4.5	0.5	4
5294	大嚷	4.3	0.447	6.9	1.245	0
5297	眼花	4.3	0.447	2.8	1.095	0
5300	有病	3.3	0.447	4.5	1.323	12
5306	甩不掉	4.7	0.447	3.2	1.681	0
5318	奴役	2.2	0.447	4.9	2.191	8
5324	嫻雅	6.2	0.447	2.7	1.718	0
5326	碰傷	4.2	0.447	4.3	1.304	0
5344	猛撞	3.8	0.447	5.2	1.037	0
5347	以訛傳訛	3.7	0.447	3.7	1.351	8
5352	醜八怪	3.7	0.447	4.2	1.823	0
5363	兩光	4.2	0.447	4.2	1.037	0
5380	健忘	4.7	0.447	2.8	1.605	6
5395	虛幻	4.7	0.447	2.8	1.151	23
5403	慌忙	4.2	0.447	5.2	1.351	12
5410	微不足道	4.8	0.447	3	1.871	16
5478	清純	5.8	0.447	3.9	1.194	15
5499	蒼白	3.3	0.447	4.2	1.304	39
3890	顛簸	3.6	0.418	5.7	1.204	7
3892	龐雜	3.6	0.418	5	1.225	9
3912	吃不消	3.1	0.418	5.7	1.204	14
3971	萌	7.1	0.418	5.6	1.14	4
3978	傷透	2.6	0.418	7.6	1.517	7
4203	行雲流水	7.4	0.418	5.4	1.14	0
4251	封后	7.4	0.418	7.8	1.255	4
4255	合身	5.9	0.418	3.6	0.894	7
4267	淋漓盡致	7.6	0.418	6.1	0.962	23
4270	頂尖	8.6	0.418	6.5	0.935	62
4303	分岔	4.4	0.418	3.9	1.025	0
4309	火紅	7.4	0.418	7.5	1.414	8
4350	收斂	4.9	0.418	3	0.791	12
4492	無病呻吟	3.9	0.418	4.9	0.894	0
4816	瘋人	3.9	0.418	6	1.969	0
4817	瘋子	3.9	0.418	6	1.969	13
4894	批駁	3.9	0.418	5.8	1.987	0
4927	疝氣	4.6	0.418	3.2	1.095	0
5088	代罪羔羊	3.4	0.418	3.8	1.643	0
5104	不穩固	4.1	0.418	2.7	2.729	0
5205	絆倒	4.6	0.418	4.1	1.14	14
5252	無語	4.4	0.418	1.9	1.746	4
5263	乾咳	4.6	0.418	2.9	0.894	0
5266	痛打	3.4	0.418	7.1	1.432	0
5275	懶	4.6	0.418	2.4	1.673	28
5276	懶得	4.6	0.418	2.4	1.673	44
5290	憂懼	3.4	0.418	5.1	1.432	4
5321	不恰當	4.4	0.418	3	1.696	0
5345	性急	4.4	0.418	5.3	0.975	19
5346	僵痛	4.1	0.418	4	1	0
5369	大驚小怪	4.6	0.418	4.8	0.57	18
5373	誤傳	4.4	0.418	3	1.061	0
5425	不近情理	3.9	0.418	3.4	2.043	0
5479	清甜	5.9	0.418	4.2	1.304	5
3	不甘	3.2	0.4	6.4	0.8	31
4	不安	3.8	0.4	5.4	0.49	184
6	不足	4.2	0.4	4.2	1.166	692
7	不定	4.2	0.4	3.8	0.98	66
20	不祥	2.8	0.4	5.2	1.166	20
21	不符	3.8	0.4	4	1.789	70
24	不解	4.2	0.4	4.2	1.47	91
29	好	6.8	0.4	5.2	0.4	8304
32	足夠	5.8	0.4	4	1.265	280
35	哎呀	4.8	0.4	6.8	0.4	103
46	想	5.2	0.4	3.6	1.497	5898
58	支持	7.2	0.4	5	1.789	966
61	失去	3.2	0.4	6.4	1.356	563
66	死	1.2	0.4	5	3.033	974
78	喜愛	7.2	0.4	6.2	0.98	275
87	損失	3.2	0.4	5.2	0.4	208
98	應付	4.2	0.4	5.4	1.625	163
102	關懷	6.8	0.4	6.4	1.2	341
115	淫婦	1.8	0.4	7.8	1.166	0
119	愚蠢	2.8	0.4	6	1.673	28
131	仇人	2.2	0.4	7.2	0.98	10
136	反駁	3.8	0.4	6.4	0.49	46
137	打岔	3.8	0.4	4.2	1.47	9
150	奉獻	6.8	0.4	6	0.894	95
151	抱怨	2.8	0.4	6.6	0.49	190
153	放心	6.2	0.4	3.2	1.327	138
157	知己	7.2	0.4	4.8	1.327	31
160	信賴	7.2	0.4	5.4	1.497	84
172	款待	6.2	0.4	5.4	1.356	20
176	愛人	7.2	0.4	6.8	1.166	34
179	嘉獎	6.8	0.4	5.8	0.748	4
180	稱讚	6.8	0.4	6	0.632	79
182	說長道短	3.2	0.4	5	0.894	0
188	寬恕	6.2	0.4	4.6	1.356	27
194	樂意	6.8	0.4	5.4	1.625	50
195	熱愛	7.2	0.4	7	0.632	92
200	親愛的	7.2	0.4	6.4	1.356	25
204	歸咎	3.2	0.4	5.6	0.49	5
206	懷疑	3.8	0.4	4.4	0.49	369
207	譏	3.2	0.4	6	0.894	0
211	歡迎	7.2	0.4	6.4	0.8	871
219	ㄏㄏ	5.8	0.4	4.6	1.625	0
224	上級	4.8	0.4	4.4	1.744	123
241	仁愛	7.8	0.4	5.2	2.638	34
257	勾引	3.8	0.4	6.4	0.8	5
262	反派	3.2	0.4	5	1.673	0
265	天才	6.8	0.4	5.4	0.8	90
272	心灰意冷	2.8	0.4	3.6	1.744	11
273	心神不定	3.2	0.4	6.6	0.8	0
274	心神不寧	3.2	0.4	6.8	0.748	10
289	出色	7.2	0.4	5.6	1.497	65
291	古怪	4.2	0.4	4.8	0.748	18
304	外行	3.8	0.4	4.6	1.356	14
310	平安	7.2	0.4	3.4	1.497	142
314	平穩	5.8	0.4	3.4	1.356	41
330	生疏	3.8	0.4	3.4	1.356	8
334	矛盾	4.2	0.4	4.6	1.356	282
335	丟人	2.8	0.4	6	1.095	0
344	光榮	6.8	0.4	6.2	1.166	66
